"id","f00","condition","rank_1","rank_2","rank_3","rank_4","eveTopleft","eveTopright","eveDownleft","eveDownright","presentation_order","if_ties","logical_pass","error_type","rank A-B-nichtB-nichtA","rank A-nicht-A-nicht-B-B","rank A-B-nicht-A-nicht-B","rank B-A-nicht-B-nicht-A","rank B-A-nicht-A-nicht-B","rank nicht-A-nicht-B-B-A","rank nicht-A-A-nicht-B-B","get_logic"
"ID_WF0FWF3RZ1","9","edge","plau1_pos","impl5_neg","plau1_neg","impl5_pos","plau1_pos","impl5_pos","plau1_neg","impl5_neg","A_B_a_b",4,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_WF0FWF3RZ1","10","edge","impl6_neg","impl1_neg","impl1_pos","impl6_pos","impl6_neg","impl1_pos","impl6_pos","impl1_neg","a_B_A_b",4,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_WF0FWF3RZ1","14","edge","plau4_pos","impl2_neg","plau4_neg","impl2_pos","impl2_pos","plau4_pos","impl2_neg","plau4_neg","A_B_a_b",4,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_JNWWV2K4BD","1","edge","plau5_pos","impl5_neg","impl5_pos","plau5_neg","plau5_neg","impl5_neg","impl5_pos","plau5_pos","a_b_B_A",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","2","edge","plau2_pos","plau1_pos","plau2_neg","plau1_neg","plau1_pos","plau2_pos","plau1_neg","plau2_neg","A_B_a_b",4,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","3","middle","indiff2_pos","indiff5_pos","indiff2_neg","indiff5_neg","indiff5_pos","indiff5_neg","indiff2_pos","indiff2_neg","A_a_B_b",4,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","4","edge","impl4_neg","plau4_pos","plau4_neg","impl4_pos","impl4_neg","plau4_neg","impl4_pos","plau4_pos","a_b_A_B",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","5","edge","impl2_neg","impl5_neg","impl5_pos","impl2_pos","impl2_neg","impl5_neg","impl5_pos","impl2_pos","a_b_B_A",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","8","middle","indiff1_pos","indiff8_pos","indiff1_neg","indiff8_neg","indiff8_pos","indiff1_neg","indiff8_neg","indiff1_pos","A_b_a_B",4,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","9","edge","plau4_pos","plau1_pos","plau1_neg","plau4_neg","plau4_neg","plau1_neg","plau4_pos","plau1_pos","a_b_A_B",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","10","middle","indiff7_pos","indiff7_neg","indiff3_neg","indiff3_pos","indiff3_pos","indiff7_neg","indiff7_pos","indiff3_neg","A_b_B_a",4,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","11","edge","plau2_pos","plau3_pos","plau3_neg","plau2_neg","plau2_pos","plau3_neg","plau3_pos","plau2_neg","A_b_B_a",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","14","edge","impl4_neg","impl1_neg","impl1_pos","impl4_pos","impl4_neg","impl4_pos","impl1_pos","impl1_neg","a_A_B_b",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","16","middle","indiff4_neg","indiff3_neg","indiff3_pos","indiff4_pos","indiff4_neg","indiff3_pos","indiff4_pos","indiff3_neg","a_B_A_b",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","18","middle","indiff12_pos","indiff6_neg","indiff6_pos","indiff12_neg","indiff6_pos","indiff12_pos","indiff6_neg","indiff12_neg","A_B_a_b",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","19","edge","impl3_neg","impl1_neg","impl1_pos","impl3_pos","impl3_neg","impl1_pos","impl1_neg","impl3_pos","a_B_b_A",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","21","edge","plau5_pos","plau6_pos","plau6_neg","plau5_neg","plau5_pos","plau6_neg","plau5_neg","plau6_pos","A_b_a_B",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","23","edge","impl6_neg","plau3_pos","plau3_neg","impl6_pos","plau3_pos","impl6_pos","impl6_neg","plau3_neg","A_B_b_a",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","24","middle","indiff5_pos","indiff5_neg","indiff8_pos","indiff8_neg","indiff5_pos","indiff8_pos","indiff8_neg","indiff5_neg","A_B_b_a",4,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_JNWWV2K4BD","25","middle","indiff7_pos","indiff6_neg","indiff7_neg","indiff6_pos","indiff7_pos","indiff6_pos","indiff7_neg","indiff6_neg","A_B_a_b",4,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","1","middle","indiff4_neg","indiff11_pos","indiff4_pos","indiff11_neg","indiff4_pos","indiff11_neg","indiff4_neg","indiff11_pos","A_b_a_B",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","2","edge","plau4_pos","impl4_neg","plau4_neg","impl4_pos","plau4_pos","impl4_pos","impl4_neg","plau4_neg","A_B_b_a",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","3","edge","plau6_pos","plau5_pos","plau5_neg","plau6_neg","plau5_neg","plau5_pos","plau6_neg","plau6_pos","a_A_b_B",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","4","edge","plau3_pos","plau2_pos","plau3_neg","plau2_neg","plau2_neg","plau3_neg","plau2_pos","plau3_pos","a_b_A_B",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","5","edge","impl3_neg","plau6_pos","plau6_neg","impl3_pos","plau6_neg","impl3_neg","impl3_pos","plau6_pos","a_b_B_A",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","6","edge","impl2_neg","impl5_neg","impl2_pos","impl5_pos","impl5_pos","impl2_pos","impl2_neg","impl5_neg","A_B_b_a",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","7","middle","indiff8_pos","indiff1_neg","indiff8_neg","indiff1_pos","indiff8_pos","indiff1_pos","indiff8_neg","indiff1_neg","A_B_a_b",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","8","middle","indiff12_pos","indiff12_neg","indiff3_neg","indiff3_pos","indiff3_neg","indiff3_pos","indiff12_neg","indiff12_pos","a_A_b_B",4,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","9","edge","impl6_neg","impl1_neg","impl6_pos","impl1_pos","impl6_pos","impl1_pos","impl6_neg","impl1_neg","A_B_a_b",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","10","middle","indiff3_neg","indiff3_pos","indiff5_neg","indiff5_pos","indiff3_pos","indiff5_neg","indiff5_pos","indiff3_neg","A_b_B_a",4,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","11","middle","indiff11_pos","indiff12_neg","indiff12_pos","indiff11_neg","indiff11_pos","indiff12_neg","indiff11_neg","indiff12_pos","A_b_a_B",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","12","middle","indiff7_pos","indiff7_neg","indiff6_pos","indiff6_neg","indiff7_neg","indiff7_pos","indiff6_pos","indiff6_neg","a_A_B_b",4,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","14","middle","indiff2_pos","indiff10_pos","indiff2_neg","indiff10_neg","indiff2_pos","indiff10_neg","indiff10_pos","indiff2_neg","A_b_B_a",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","15","middle","indiff7_pos","indiff10_pos","indiff7_neg","indiff10_neg","indiff10_neg","indiff7_pos","indiff7_neg","indiff10_pos","a_B_b_A",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","16","edge","plau2_pos","impl2_neg","plau2_neg","impl2_pos","impl2_neg","impl2_pos","plau2_neg","plau2_pos","a_A_b_B",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","17","middle","indiff8_pos","indiff2_pos","indiff2_neg","indiff8_neg","indiff8_pos","indiff2_pos","indiff2_neg","indiff8_neg","A_B_b_a",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","18","edge","plau1_pos","plau5_pos","plau5_neg","plau1_neg","plau1_neg","plau5_pos","plau5_neg","plau1_pos","a_B_b_A",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","19","edge","impl3_neg","impl6_neg","impl6_pos","impl3_pos","impl6_pos","impl3_neg","impl6_neg","impl3_pos","A_b_a_B",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","20","middle","indiff9_pos","indiff6_neg","indiff9_neg","indiff6_pos","indiff9_pos","indiff9_neg","indiff6_neg","indiff6_pos","A_a_b_B",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","21","middle","indiff1_neg","indiff5_neg","indiff5_pos","indiff1_pos","indiff1_pos","indiff5_neg","indiff1_neg","indiff5_pos","A_b_a_B",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","22","edge","plau3_pos","impl5_neg","plau3_neg","impl5_pos","plau3_pos","impl5_neg","plau3_neg","impl5_pos","A_b_a_B",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","23","edge","impl4_neg","impl1_neg","impl1_pos","impl4_pos","impl4_pos","impl1_pos","impl1_neg","impl4_neg","A_B_b_a",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OW9ZG6SPVQ","24","middle","indiff9_pos","indiff4_neg","indiff4_pos","indiff9_neg","indiff4_neg","indiff9_neg","indiff9_pos","indiff4_pos","a_b_B_A",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","1","middle","indiff3_pos","indiff3_neg","indiff6_pos","indiff6_neg","indiff6_pos","indiff3_pos","indiff6_neg","indiff3_neg","A_B_a_b",4,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","2","middle","indiff8_pos","indiff11_pos","indiff11_neg","indiff8_neg","indiff8_neg","indiff8_pos","indiff11_neg","indiff11_pos","a_A_b_B",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","3","edge","impl4_neg","impl2_neg","impl4_pos","impl2_pos","impl2_neg","impl2_pos","impl4_neg","impl4_pos","a_A_b_B",4,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","4","middle","indiff3_pos","indiff12_neg","indiff3_neg","indiff12_pos","indiff3_pos","indiff3_neg","indiff12_pos","indiff12_neg","A_a_B_b",4,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","5","edge","impl1_neg","plau5_pos","plau5_neg","impl1_pos","impl1_neg","plau5_neg","impl1_pos","plau5_pos","a_b_A_B",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","6","edge","plau6_pos","plau3_pos","plau3_neg","plau6_neg","plau6_neg","plau3_neg","plau3_pos","plau6_pos","a_b_B_A",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","7","edge","plau4_pos","plau5_pos","plau5_neg","plau4_neg","plau4_neg","plau5_neg","plau5_pos","plau4_pos","a_b_B_A",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","8","middle","indiff10_neg","indiff10_pos","indiff5_neg","indiff5_pos","indiff10_neg","indiff5_neg","indiff10_pos","indiff5_pos","a_b_A_B",4,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","9","edge","impl3_neg","impl1_neg","impl1_pos","impl3_pos","impl1_neg","impl3_pos","impl3_neg","impl1_pos","a_B_b_A",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","10","middle","indiff6_pos","indiff8_pos","indiff6_neg","indiff8_neg","indiff6_neg","indiff8_pos","indiff6_pos","indiff8_neg","a_B_A_b",4,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","12","edge","impl2_neg","plau2_pos","plau2_neg","impl2_pos","impl2_pos","impl2_neg","plau2_pos","plau2_neg","A_a_B_b",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","14","edge","plau6_pos","impl5_neg","impl5_pos","plau6_neg","impl5_pos","plau6_pos","impl5_neg","plau6_neg","A_B_a_b",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","15","edge","impl6_neg","plau3_pos","plau3_neg","impl6_pos","plau3_neg","impl6_pos","plau3_pos","impl6_neg","a_B_A_b",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","16","middle","indiff11_pos","indiff4_pos","indiff4_neg","indiff11_neg","indiff4_pos","indiff4_neg","indiff11_pos","indiff11_neg","A_a_B_b",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","17","middle","indiff10_neg","indiff9_pos","indiff10_pos","indiff9_neg","indiff9_neg","indiff10_neg","indiff9_pos","indiff10_pos","a_b_A_B",4,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","18","middle","indiff1_pos","indiff2_pos","indiff2_neg","indiff1_neg","indiff1_pos","indiff2_neg","indiff1_neg","indiff2_pos","A_b_a_B",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","19","edge","plau1_pos","plau2_pos","plau1_neg","plau2_neg","plau1_pos","plau2_neg","plau2_pos","plau1_neg","A_b_B_a",4,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","20","edge","plau1_pos","plau4_pos","plau4_neg","plau1_neg","plau4_pos","plau4_neg","plau1_pos","plau1_neg","A_a_B_b",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","21","edge","impl6_neg","impl5_neg","impl5_pos","impl6_pos","impl6_pos","impl5_neg","impl5_pos","impl6_neg","A_b_B_a",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","22","edge","impl3_neg","impl4_neg","impl4_pos","impl3_pos","impl3_pos","impl4_neg","impl4_pos","impl3_neg","A_b_B_a",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","23","middle","indiff12_neg","indiff2_pos","indiff2_neg","indiff12_pos","indiff2_pos","indiff2_neg","indiff12_neg","indiff12_pos","A_a_b_B",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","24","middle","indiff7_neg","indiff9_pos","indiff7_pos","indiff9_neg","indiff7_neg","indiff7_pos","indiff9_neg","indiff9_pos","a_A_b_B",4,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_UUOXNG0Z3O","25","middle","indiff5_neg","indiff4_pos","indiff4_neg","indiff5_pos","indiff4_pos","indiff5_pos","indiff4_neg","indiff5_neg","A_B_a_b",4,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_OY7PMXF80P","1","middle","indiff12_neg","indiff1_pos","indiff12_pos","indiff1_neg","indiff12_pos","indiff1_pos","indiff12_neg","indiff1_neg","A_B_a_b",4,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","2","middle","indiff6_neg","indiff6_pos","indiff4_neg","indiff4_pos","indiff6_neg","indiff6_pos","indiff4_neg","indiff4_pos","a_A_b_B",4,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","3","middle","indiff5_neg","indiff11_pos","indiff11_neg","indiff5_pos","indiff11_neg","indiff5_neg","indiff11_pos","indiff5_pos","a_b_A_B",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","4","edge","plau1_pos","plau6_pos","plau1_neg","plau6_neg","plau1_pos","plau1_neg","plau6_neg","plau6_pos","A_a_b_B",4,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","5","edge","plau4_pos","plau1_pos","plau1_neg","plau4_neg","plau4_neg","plau4_pos","plau1_pos","plau1_neg","a_A_B_b",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","6","middle","indiff10_pos","indiff10_neg","indiff3_pos","indiff3_neg","indiff3_neg","indiff10_neg","indiff3_pos","indiff10_pos","a_b_A_B",4,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","7","middle","indiff9_pos","indiff8_pos","indiff9_neg","indiff8_neg","indiff9_neg","indiff9_pos","indiff8_pos","indiff8_neg","a_A_B_b",4,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","8","middle","indiff5_neg","indiff4_neg","indiff4_pos","indiff5_pos","indiff5_neg","indiff4_neg","indiff5_pos","indiff4_pos","a_b_A_B",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","9","edge","impl3_neg","impl2_neg","impl2_pos","impl3_pos","impl3_neg","impl2_neg","impl3_pos","impl2_pos","a_b_A_B",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","10","edge","impl4_neg","plau6_pos","plau6_neg","impl4_pos","plau6_neg","impl4_pos","impl4_neg","plau6_pos","a_B_b_A",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","11","middle","indiff8_pos","indiff12_neg","indiff12_pos","indiff8_neg","indiff8_neg","indiff12_pos","indiff8_pos","indiff12_neg","a_B_A_b",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","12","edge","impl5_neg","impl1_neg","impl5_pos","impl1_pos","impl1_pos","impl5_pos","impl1_neg","impl5_neg","A_B_a_b",4,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","14","middle","indiff6_neg","indiff6_pos","indiff3_neg","indiff3_pos","indiff6_neg","indiff6_pos","indiff3_pos","indiff3_neg","a_A_B_b",4,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","15","edge","impl6_neg","impl1_neg","impl1_pos","impl6_pos","impl1_pos","impl6_neg","impl6_pos","impl1_neg","A_b_B_a",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","16","edge","impl3_neg","plau2_pos","plau2_neg","impl3_pos","impl3_pos","impl3_neg","plau2_pos","plau2_neg","A_a_B_b",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","17","middle","indiff2_pos","indiff10_pos","indiff10_neg","indiff2_neg","indiff10_pos","indiff10_neg","indiff2_pos","indiff2_neg","A_a_B_b",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","18","middle","indiff2_pos","indiff7_pos","indiff7_neg","indiff2_neg","indiff7_pos","indiff2_neg","indiff2_pos","indiff7_neg","A_b_B_a",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","19","middle","indiff9_pos","indiff11_pos","indiff11_neg","indiff9_neg","indiff11_neg","indiff9_neg","indiff9_pos","indiff11_pos","a_b_B_A",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","20","edge","impl6_neg","impl4_neg","impl4_pos","impl6_pos","impl4_pos","impl4_neg","impl6_neg","impl6_pos","A_a_b_B",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","21","edge","plau5_pos","plau2_pos","plau2_neg","plau5_neg","plau5_pos","plau2_neg","plau5_neg","plau2_pos","A_b_a_B",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","22","edge","plau5_pos","impl2_neg","impl2_pos","plau5_neg","impl2_pos","plau5_neg","plau5_pos","impl2_neg","A_b_B_a",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","23","middle","indiff7_pos","indiff1_pos","indiff7_neg","indiff1_neg","indiff7_pos","indiff1_neg","indiff1_pos","indiff7_neg","A_b_B_a",4,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","24","edge","plau4_pos","plau3_pos","plau3_neg","plau4_neg","plau4_pos","plau3_neg","plau3_pos","plau4_neg","A_b_B_a",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_OY7PMXF80P","25","edge","plau3_pos","impl5_neg","impl5_pos","plau3_neg","impl5_neg","plau3_pos","impl5_pos","plau3_neg","a_B_A_b",4,0,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"ID_SR20954QYI","1","middle","indiff10_pos","indiff1_pos","indiff10_neg","indiff1_neg","indiff10_pos","indiff1_neg","indiff1_pos","indiff10_neg","A_b_B_a",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"ID_SR20954QYI","2","middle","indiff10_pos","indiff7_neg","indiff7_pos","indiff10_neg","indiff7_neg","indiff10_neg","indiff10_pos","indiff7_pos","a_b_B_A",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"ID_SR20954QYI","3","edge","plau6_pos","plau2_pos","plau2_neg","plau6_neg","plau6_pos","plau2_neg","plau6_neg","plau2_pos","A_b_a_B",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"ID_SR20954QYI","4","edge","plau4_pos","plau5_pos","plau5_neg","plau4_neg","plau4_neg","plau5_neg","plau5_pos","plau4_pos","a_b_B_A",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"ID_SR20954QYI","5","middle","indiff8_pos","indiff5_pos","indiff8_neg","indiff5_neg","indiff5_pos","indiff8_neg","indiff8_pos","indiff5_neg","A_b_B_a",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"ID_SR20954QYI","6","edge","impl4_neg","plau1_pos","plau1_neg","impl4_pos","plau1_pos","impl4_neg","impl4_pos","plau1_neg","A_b_B_a",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"ID_SR20954QYI","7","middle","indiff5_pos","indiff11_pos","indiff11_neg","indiff5_neg","indiff5_pos","indiff5_neg","indiff11_pos","indiff11_neg","A_a_B_b",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"ID_SR20954QYI","8","middle","indiff8_pos","indiff9_neg","indiff9_pos","indiff8_neg","indiff9_pos","indiff8_pos","indiff9_neg","indiff8_neg","A_B_a_b",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"ID_SR20954QYI","9","middle","indiff4_pos","indiff11_pos","indiff11_neg","indiff4_neg","indiff11_neg","indiff4_pos","indiff11_pos","indiff4_neg","a_B_A_b",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"ID_SR20954QYI","10","edge","impl5_neg","impl1_neg","impl5_pos","impl1_pos","impl1_pos","impl5_neg","impl5_pos","impl1_neg","A_b_B_a",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"ID_SR20954QYI","11","edge","impl3_neg","plau6_pos","plau6_neg","impl3_pos","impl3_pos","impl3_neg","plau6_neg","plau6_pos","A_a_b_B",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"ID_SR20954QYI","12","edge","impl6_neg","plau3_neg","impl6_pos","plau3_pos","plau3_neg","plau3_pos","impl6_neg","impl6_pos","a_A_b_B",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
